station_name;location
Milano Nord Cadorna;POINT(9.17529349859275 45.468561413321)
Brignais;POINT(4.76385578387737 45.6737708200184)
Chaponost;POINT(4.76400849747569 45.6979254462496)
Francheville;POINT(4.7688773663163 45.7345109020308)
Alaï;POINT(4.77152739640482 45.7517447404557)
Kiel Hbf;POINT(10.1319723268547 54.314985926775)
Hamburg Hbf;POINT(10.0069088729822 53.5527369556953)
Pied du barrage;POINT(6.93529043841186 46.0658748384611)
Les Montuires;POINT(6.94633073325523 46.0669406350379)
Murat;POINT(2.86912918634873 45.1089641274207)
Le Lioran;POINT(2.75334532936244 45.0905499240901)
Vic-sur-Cère;POINT(2.63205479968374 44.9761209452349)
Le Rouget;POINT(2.23550250060682 44.8565409653551)
Maurs;POINT(2.19956090608419 44.706151029236)
Bagnac;POINT(2.15985537052058 44.6651797036035)
Figeac;POINT(2.03730719944394 44.603498891674)
Ytrac;POINT(2.36444667650728 44.9106874885086)
Lacapelle-Viescamp;POINT(2.26547029848922 44.9202423312306)
Pers;POINT(2.24068577979691 44.8803457437546)
Boisset;POINT(2.24937248859556 44.7855903769073)
Capdenac;POINT(2.07822546064128 44.5784153368565)
Tain-l'Hermitage - Tournon;POINT(4.83975444224319 45.0723264471043)
Saint-Vallier sur Rhône;POINT(4.81454771536729 45.1863794866483)
Saint-Rambert-d'Albon;POINT(4.81060411126946 45.2977401287287)
Le Péage-de-Roussillon;POINT(4.79527885252024 45.3717372859927)
Saint-Clair - Les Roches;POINT(4.76982059736475 45.4502572624057)
Oyonnax;POINT(5.65314299951528 46.2596164953512)
Bellignat;POINT(5.62987663365334 46.2381288586356)
Brion-Montréal-La-Cluse;POINT(5.55868514737696 46.1756744247614)
Cize-Bolozon;POINT(5.45403141676247 46.2134688985038)
Simandre-sur-Suran;POINT(5.42105426267785 46.2202813254577)
Villereversure;POINT(5.39719500872832 46.1941147588796)
Ceyzériat;POINT(5.32584182570077 46.1834866671503)
Pierrelatte;POINT(4.70400103648815 44.374859484386)
Donzère;POINT(4.70480952024397 44.4428886736606)
Loriol;POINT(4.8170899476217 44.754825449013)
Livron;POINT(4.83009755293756 44.7798518950168)
Bollène-la-Croisière;POINT(4.70788175851609 44.2718536737611)
Courthézon;POINT(4.88824550128671 44.0902292453755)
Bédarrides;POINT(4.89280894293068 44.0410760638998)
Sorgues-Châteauneuf-du-Pape;POINT(4.87567807046013 44.0054266011801)
Pont-de-Claix;POINT(5.70016980464548 45.1252047850599)
Jarrie-Vizille;POINT(5.74239960615782 45.0853682737384)
St-Georges-de-Commiers;POINT(5.70201135097818 45.0439933566024)
Vif;POINT(5.68543743398387 45.0475857415322)
Monestier-de-Clermont;POINT(5.63404481657224 44.9120107572374)
Clelles-Mens;POINT(5.60494838451556 44.8271454561995)
Lus-la-Croix-Haute;POINT(5.69728621258306 44.6709615138072)
Aspres-sur-Buech;POINT(5.75485025599745 44.5201075497437)
Montluçon;POINT(2.59639168289923 46.3379107472746)
Montluçon Rimard;POINT(2.61151032913307 46.3355911486849)
Commentry;POINT(2.73991551586299 46.295255346882)
Seyssel-Corbonod;POINT(5.83134180245087 45.9630316920159)
Culoz;POINT(5.7789251056152 45.8429470842606)
Tenay-Hauteville;POINT(5.50098635666993 45.9225470163998)
Virieu-le-Grand-Belley;POINT(5.65376283706141 45.8482785694676)
La Ferté-sous-Jouarre;POINT(3.12444835643672 48.9499251142401)
Arc-et-Senans;POINT(5.77664338479322 47.0303171080476)
Arbois;POINT(5.76433646539907 46.9124845291591)
Poligny;POINT(5.70011590572843 46.8443319751822)
Lons-le-Saunier;POINT(5.55130099574047 46.6684710075228)
Saint-Amour;POINT(5.33420514099709 46.4337839568198)
Cousance;POINT(5.3868643829595 46.5353535317293)
Franois;POINT(5.93738792175594 47.2274070147516)
Torpes - Boussières;POINT(5.88912144153348 47.1637297338856)
Montferrand - Thoraise;POINT(5.90743809017923 47.184693317535)
Domblans - Voiteur;POINT(5.59788762638139 46.762833392901)
Saint-Lothain;POINT(5.64381848686482 46.8229885042931)
Liesle;POINT(5.82083151362521 47.0587570700562)
Byans;POINT(5.85204796975271 47.1181895695518)
Vitrolles Aéroport Marseille;POINT(5.23717810714583 43.441357017659)
St-Martin-de-Crau;POINT(4.80018365397222 43.6223385241067)
Lépin-le-Lac-la-Bauche;POINT(5.76507308393215 45.5415927624391)
Pont-de-Beauvoisin;POINT(5.680640430366 45.5244514989776)
Montargis;POINT(2.743050636205 48.0066786779283)
Nogent-sur-Vernisson;POINT(2.73754396351258 47.8527828631881)
Gien;POINT(2.63636671304812 47.6991423872018)
Briare;POINT(2.73372612355454 47.6464501797206)
Cosne-sur-Loire;POINT(2.93168786274352 47.415153942841)
La Charité-sur-Loire;POINT(3.02417840440934 47.17994929857)
Pougues-les-Eaux;POINT(3.0940314009122 47.0767828199114)
Fourchambault;POINT(3.0873659015031 47.0189699491331)
Nemours-Saint-Pierre;POINT(2.68580998629294 48.267636083037)
Tracy Sancerre;POINT(2.88034914424894 47.3377026580661)
Pouilly-sur-Loire;POINT(2.96606638867156 47.2821661382833)
Viviers-du-Lac;POINT(5.90326990726034 45.6487705677125)
Chindrieux;POINT(5.8468826568683 45.8032953516606)
Vions-Chanaz;POINT(5.80715017184617 45.8242953821426)
Saint-Pierre-d'Albigny;POINT(6.15666668264004 45.5572318080857)
Igney - Avricourt;POINT(6.80531319993452 48.6470322717151)
Morhange;POINT(6.65880696022707 48.9369742475066)
St-Chamas;POINT(5.04013264954679 43.5511543709193)
Rognac;POINT(5.23093481592033 43.4871013911112)
Pas-des-Lanciers;POINT(5.2541652491709 43.4095842288737)
L'Estaque;POINT(5.32150296287787 43.3638465264264)
Troyes;POINT(4.06457123401003 48.2959120183245)
Nogent-sur-Seine;POINT(3.49380865185956 48.4979713263873)
Romilly-sur-Seine;POINT(3.72859233454972 48.5141302096759)
Is-sur-Tille;POINT(5.13034147039062 47.5207205865311)
Bar-sur-Aube;POINT(4.70713615683017 48.2385248223028)
Vendeuvre;POINT(4.4677800493432 48.2402957770912)
Lure;POINT(6.49247490219635 47.6831425510024)
Vesoul;POINT(6.15204035892618 47.6175439739818)
Longueville (Seine-et-Marne);POINT(3.25005978263263 48.5137612613526)
Vittel;POINT(5.94186153187148 48.2025061024603)
Contrexéville;POINT(5.89045094815417 48.1794619056759)
Dijon Porte Neuve;POINT(5.05518841371072 47.3227796794901)
Notre-Dame-de-Briançon;POINT(6.46859768194113 45.539573083344)
Frontenex;POINT(6.31354846388051 45.6303742559974)
Grésy-sur-Isère;POINT(6.25887699568139 45.5944309604226)
Neufchâteau;POINT(5.6903961343529 48.3583325936397)
Fleury-les-Aubrais;POINT(1.90628791523687 47.9267242131683)
Salbris;POINT(2.04747612846159 47.4251768165009)
Valence Gare Routière;POINT(4.89356352776944 44.9287398443176)
Vienne-Gare-Routière;POINT(4.87086310053658 45.5187114063654)
Étang-sur-Arroux;POINT(4.18409208257877 46.8679087097618)
Le Creusot;POINT(4.43070657756243 46.8075087261)
Imphy;POINT(3.25962684040984 46.9333201108844)
Decize;POINT(3.46729038466866 46.8375174891974)
Cercy-la-Tour;POINT(3.64541732238151 46.8577065003345)
Luzy (Nièvre);POINT(3.96939472964431 46.7942754555773)
Les Perrières;POINT(3.14662776080471 47.0056846467065)
Nevers le Banlay;POINT(3.16368676805252 47.0069220527901)
Béard;POINT(3.31806224964995 46.865237036159)
Marmagne sous Creusot;POINT(4.36003611415091 46.8334246953923)
Saint-Symphorien-de-Marmagne;POINT(4.33775789510164 46.8442213772605)
Broye;POINT(4.29558199250636 46.8621905518238)
Mesvres;POINT(4.24480921264086 46.863001326634)
Grenoble Europole;POINT(5.7138870790359 45.1908302530342)
Hirson;POINT(4.08453179962594 49.9144196431984)
Mon Idée;POINT(4.37964633680597 49.8725272374211)
Saint-Amand-les-Eaux;POINT(3.41929339903147 50.4429538902435)
Orchies;POINT(3.24931418094671 50.4773639466156)
Lesquin;POINT(3.11816913259985 50.5905393937069)
Anor;POINT(4.09317359266037 49.9849624007747)
Fourmies;POINT(4.05390823158604 50.0154445854445)
Sains du Nord;POINT(4.0017520461828 50.0886290403055)
Avesnes;POINT(3.9331387247722 50.1268725984505)
Aulnoye-Aymeries;POINT(3.84354075832165 50.1971959342491)
Le Quesnoy (Nord);POINT(3.64565088435541 50.250404762402)
Valenciennes;POINT(3.51687738835896 50.3635615868656)
Le Poirier;POINT(3.5027289226321 50.329676643351)
Templeuve;POINT(3.176487760853 50.5282496917598)
Sens;POINT(3.26742421707708 48.1980154530331)
Joigny;POINT(3.39308055903721 47.9737266666099)
Laroche-Migennes;POINT(3.5071935495948 47.9606265936609)
Montereau;POINT(2.94254849453003 48.3794943924118)
Saint-Florentin-Vergigny;POINT(3.73115253310981 47.9806242215453)
Tonnerre;POINT(3.97367969355016 47.8595519052779)
Nuits sous Ravières;POINT(4.21132001884422 47.7292844416298)
Les Laumes - Alésia;POINT(4.46261473645879 47.543313560894)
Villeneuve-la-Guyard;POINT(3.07424151520029 48.3418315111921)
Champigny-sur-Yonne;POINT(3.13056588352242 48.3237422420614)
Pont-sur-Yonne;POINT(3.20173940349312 48.2863071294395)
Etigny-Véron;POINT(3.29051091988217 48.1386720109888)
Villeneuve-sur-Yonne;POINT(3.28691765874519 48.0850151651657)
Saint-Julien-du-Sault;POINT(3.30297953602748 48.026952851145)
Genève-Sécheron;POINT(6.14464722413685 46.2233329688878)
Tannay;POINT(6.18157696547215 46.3079282476396)
Mies;POINT(6.16875800636597 46.2991096589262)
Pont-Céard;POINT(6.16259556351606 46.2875459089027)
Creux-de-Genthod;POINT(6.16193081020572 46.2648395951678)
Genthod-Bellevue;POINT(6.15476225423744 46.2571569323987)
Les Tuileries;POINT(6.1473870857538 46.2509454237726)
Chambésy;POINT(6.14750386674075 46.2419250608318)
Guéret;POINT(1.8793743893209 46.1742250571032)
Busseau-sur-Creuse;POINT(2.02308686849435 46.1230684133079)
Parsac-Gouzon;POINT(2.17444401073672 46.1986166192362)
Lavaufranche;POINT(2.27033018417698 46.3212806471705)
Huriel;POINT(2.47649354191111 46.3715400680307)
Limoges-Bénédictins;POINT(1.26724438833097 45.8364196995766)
Ambazac;POINT(1.40668986990425 45.9529585747453)
Saint-Sulpice-Laurière;POINT(1.47619252344626 46.0467119210788)
Marsac (Creuse);POINT(1.58560732506724 46.0941208395514)
Vieilleville;POINT(1.67364222292321 46.0910931714519)
Montaigut;POINT(1.73391917849602 46.1368642284494)
La Plaine;POINT(6.00107847540888 46.1786725662262)
Russin;POINT(6.01853274138176 46.1889968647385)
Satigny;POINT(6.03840347546925 46.2147183211118)
Zimeysa;POINT(6.06697888466107 46.2213752130742)
Meyrin;POINT(6.07753408925094 46.2224193581958)
Vernier;POINT(6.0950063215295 46.2204118472843)
Pougny-Chancy;POINT(5.96118429363558 46.1447379978355)
Les Fumeaux;POINT(7.06461190673171 46.1100787620803)
Vernayaz MC;POINT(7.04460642535159 46.130414990469)
Salvan;POINT(7.02105259859869 46.1216114332874)
Les Marécottes;POINT(7.01169215333687 46.112314495459)
La Médettaz;POINT(7.00783838076746 46.1088331888286)
Le Trétien;POINT(6.99772335066686 46.1023183821577)
Finhaut;POINT(6.97612785123362 46.0824017193878)
Le Châtelard VS;POINT(6.95801781510325 46.0602899773138)
Le Châtelard-Frontière;POINT(6.949879078628 46.0532519984984)
Vallorcine (F);POINT(6.93398788124971 46.0334049311499)
Ecole-Valentin;POINT(5.99430517816568 47.2745541016002)
Vauzelles;POINT(3.13431185825772 47.0014882789981)
Tronsanges;POINT(3.05409230337468 47.1130666874626)
Mesves - Bulcy;POINT(3.00667023951941 47.2421190686277)
Garchizy;POINT(3.08585673182557 47.0430637097416)
La Marche;POINT(3.03966535990971 47.1393788777984)
St-Martin-du-Mont;POINT(5.30314139846791 46.095977228734)
Pont-d'Ain;POINT(5.33386378118907 46.0545861041262)
Ambronay-Priay;POINT(5.33804094726081 46.0114420149762)
Pont-de-Veyle;POINT(4.89311437012732 46.2679384405853)
Vonnas;POINT(4.99169548942032 46.2273477036892)
Mézériat;POINT(5.0467173005803 46.2350531830898)
Polliat;POINT(5.12392749926112 46.2446462356391)
St-Germain-du-Puy;POINT(2.48460532892784 47.0964292031513)
Avord;POINT(2.6523836745662 47.0349091742223)
Bengy;POINT(2.74941969157029 47.0004651729522)
Nérondes;POINT(2.82217424644126 46.9996871091316)
La Guerche-sur-l'Aubois;POINT(2.94856720693447 46.9477395258531)
Orléans;POINT(1.90465298141955 47.9079883382984)
St-Cyr-en-Val-La-Source;POINT(1.94735889003253 47.8193044094824)
La Ferté-Saint-Aubin;POINT(1.93261753621808 47.7213381090244)
Lamotte-Beuvron;POINT(2.02204482276463 47.5941833501753)
Mehun-sur-Yévre;POINT(2.2071606533889 47.1394399827174)
Marmagne;POINT(2.282017266025 47.1001533696052)
Vierzon-Forges;POINT(2.09985689268589 47.209944875975)
Foëcy;POINT(2.16250540060911 47.1756933635859)
Theillay;POINT(2.04417931136841 47.3139554212731)
Nouan-le-Fuzelier;POINT(2.03268087573008 47.5341380447191)
Kruth;POINT(6.96903116048809 47.9241418109708)
Thann Saint-Jacques;POINT(7.09355562519007 47.813278165483)
Thann-CG68-Mairie.;POINT(7.10030197297475 47.8112029005579)
Oderen La Poste;POINT(6.97557987891023 47.9094395272733)
Fellering Église;POINT(6.98579372369209 47.8963954305036)
Wesserling;POINT(6.9975616539157 47.8898962443929)
Ranspach Ancienne Fonderie;POINT(7.002619168966 47.8858722430619)
St-Amarin Hôtel Cheval Blanc;POINT(7.01779171411689 47.8737742608105)
Moosch Église;POINT(7.03802177431807 47.8576472597166)
Willer-sur-Thur Église;POINT(7.05821590190789 47.8415152408279)
Bitschwiller-lès-Thann Mairie;POINT(7.07337946390594 47.8294189643151)
Willer-sur-Thur;POINT(7.06975925331043 47.8422387572121)
Moosch;POINT(7.05070598613161 47.8608296662473)
Saint-Amarin;POINT(7.0287781100432 47.8728402851645)
Lutterbach;POINT(7.27686584209302 47.7581046467397)
Graffenwald;POINT(7.22477253875968 47.7808426749768)
Cernay;POINT(7.17369433169753 47.8017907746121)
Vieux-Thann Zone Industrielle;POINT(7.13259640744334 47.8021045396222)
Vieux-Thann;POINT(7.11956185266895 47.805803203528)
Thann;POINT(7.10704832075943 47.8091215195909)
Thann Centre;POINT(7.10096672628509 47.8100626760989)
Ranspach;POINT(7.01229402457731 47.8816129669643)
Bitschwiller-lès-Thann;POINT(7.07832019796929 47.8277242956204)
Oderen;POINT(6.97345087168657 47.9119925576555)
Fellering;POINT(6.98695255040877 47.8977686481079)
Auxerre-Saint-Gervais;POINT(3.58536494562976 47.7976332093182)
Coulanges-sur-Yonne;POINT(3.54724044496642 47.5270597320762)
Clamecy;POINT(3.52071319462268 47.4671075198961)
Champs St-Bris;POINT(3.60348396491297 47.7388184406247)
Cravant-Bazarnes;POINT(3.6809277255677 47.6785400263193)
Mailly-la-Ville;POINT(3.67516952459569 47.6041599823267)
Châtel-Censoir;POINT(3.6354460227264 47.5379406510829)
Flez-Cuzy - Tannay;POINT(3.61499138370415 47.3630577857348)
Corbigny;POINT(3.67728954866651 47.2546808559643)
Chemilly-Appoigny;POINT(3.55441798408754 47.8972446614772)
Monéteau-Gurgy;POINT(3.57998403707714 47.85078754503)
Vincelles;POINT(3.62847509612066 47.7042267190715)
Vermenton;POINT(3.73202389893553 47.6605917455564)
Sermizelles-Vézelay;POINT(3.79290272574878 47.5288794409484)
Avallon;POINT(3.91259425422153 47.4958601070863)
Metzeral;POINT(7.0733704807531 48.0135838484647)
Muhlbach-sur-Munster;POINT(7.08743809810437 48.024537674458)
Breitenbach (F);POINT(7.10409286347426 48.0285208530308)
Luttenbach-près-Munster;POINT(7.11866353738471 48.0352609155188)
Munster;POINT(7.13402472874529 48.0381981535554)
Wihr-au-Val - Soultzbach;POINT(7.2095820273031 48.0460780139746)
Turckheim;POINT(7.27954282164007 48.0856332634635)
Logelbach;POINT(7.32107193723069 48.0872714880666)
Colmar Saint-Joseph;POINT(7.34540729828088 48.0816665035214)
Saint-Gilles Lycée Haut-Rhin;POINT(7.26106447624316 48.0758928509463)
Walbach - La Forge;POINT(7.23352212962822 48.0580756688825)
Gunsbach-Griesbach;POINT(7.17482620895568 48.0415196136307)
Munster Badischhof;POINT(7.15289833286727 48.0390931069124)
Colmar Mésanges;POINT(7.33372021643286 48.0860113199263)
Ingersheim Cité Scolaire;POINT(7.29758997570054 48.0888796578009)
Langeac;POINT(3.49057471683628 45.1011400848121)
Saint-Georges-d'Aurac;POINT(3.49469798399096 45.1605353754016)
Langogne;POINT(3.85720413379501 44.7326982489206)
Chapeauroux;POINT(3.74192333336791 44.8380072991853)
Alleyras;POINT(3.67358848969542 44.9193518005132)
Monistrol-d'Allier;POINT(3.65003466294253 44.9696642115782)
St-Geniès-de-Malgoirès;POINT(4.21494022943972 43.9501628165927)
Alès;POINT(4.08498095726806 44.127962011318)
Grand-Combe-la-Pise;POINT(4.03295951915746 44.2098204308343)
Génolhac;POINT(3.9516350364748 44.3471592730535)
Villefort;POINT(3.92406574040133 44.4393675501696)
La Bastide-St-Laurent-l-Bains;POINT(3.90397941064563 44.5927016876157)
Chamborigaud;POINT(3.9793390798409 44.3002388047069)
Luc (Lozère);POINT(3.89148384504178 44.65413196773)
Fons-St-Mamert;POINT(4.20667572882467 43.9073204972227)
Nozières-Brignon;POINT(4.20731353267649 43.9759490712109)
La Levade;POINT(3.99145735302536 44.2382097697845)
Ste-Cécile-d'Andorge;POINT(3.97585361653803 44.2554362576433)
Montbarrey;POINT(5.63643433522833 47.0362499830125)
Andelot;POINT(5.92353590007289 46.8594940232805)
La Rivière;POINT(6.21333241077019 46.8701503562799)
Sainte-Colombe;POINT(6.26597368642692 46.8792081112334)
Châtillon d'Azergues;POINT(4.64498172231328 45.87535987698)
Chessy;POINT(4.62052958027615 45.8861787016127)
Bois d'Oingt;POINT(4.56861593999965 45.9134790462155)
Chamelet;POINT(4.50722507347438 45.9819926598439)
Lamure-sur-Azergues;POINT(4.49227710714455 46.0611626491095)
Chauffailles;POINT(4.34549238969899 46.207588149687)
La Clayette - Baudemont;POINT(4.298510500333 46.2881480538345)
Tours;POINT(0.693786860327765 47.3894589587793)
Bléré-la-Croix;POINT(0.987778503402484 47.3379461641604)
Chenonceaux;POINT(1.06618346141135 47.330652669785)
Montrichard;POINT(1.17178940622714 47.3437412777894)
St-Aignan-Noyers;POINT(1.3839265606015 47.2868949225768)
Selles-sur-Cher;POINT(1.54632399768723 47.2818797163796)
Gièvres;POINT(1.66791097140973 47.2788996177686)
Villefranche-sur-Cher;POINT(1.76796532776889 47.2949865005737)
Bois-d'Oingt - Légny;POINT(4.57515567526895 45.9065536438447)
Ruffey;POINT(5.07934411170406 47.3706084107592)
Bretigny - Norges;POINT(5.11057853413724 47.390042798431)
Saint-Julien - Clénay;POINT(5.12818551370844 47.406016817296)
Gemeaux;POINT(5.12927247520237 47.478523014845)
Mâlain;POINT(4.81055919550524 47.3270359893321)
Blaisy-Bas;POINT(4.74106552511608 47.3734434187044)
Verrey;POINT(4.66956861164306 47.4388192020204)
Thenissey;POINT(4.62223637931621 47.4947372544851)
Velars;POINT(4.92747492974967 47.3265914980472)
Lantenay;POINT(4.86097264925705 47.3351396883133)
Saint-Bonnet-de-Rochefort;POINT(3.14157024575442 46.1464682088857)
Bellenaves;POINT(3.06644413853305 46.1989896850376)
Lapeyrouse;POINT(2.89354539577449 46.2264963061338)
Louroux-de-Bouble;POINT(2.9851645716146 46.2241346963577)
St-Amand-Montrond;POINT(2.48564737465756 46.7265146957675)
Urçay;POINT(2.58651021477254 46.6294485592017)
Vallon-en-Sully;POINT(2.61074676114146 46.5363298954055)
Magnette;POINT(2.60287751925148 46.4641429440735)
Les Trillers;POINT(2.60010172502316 46.4147491281754)
La Ville Gozet;POINT(2.59181027494958 46.349773893247)
Clelles-Mairie;POINT(5.62040839055741 44.8222840387953)
Lus-la-Croix-Haute RD 1075;POINT(5.70528121861283 44.6650710894955)
Arcy-sur-Cure;POINT(3.76688751511706 47.600846764182)
Les Abrets-Fitilieu;POINT(5.57527703067696 45.5423351807546)
Saint-Béron-la-Bridoire;POINT(5.73188931733216 45.5039556744488)
Aiguebelette-le-Lac;POINT(5.81368990711547 45.536244544233)
Salles-Courbatiers;POINT(2.07874648350614 44.4752038252323)
St-Sulpice Tarn;POINT(1.68035263809652 43.7752161226131)
Lisle-sur-Tarn;POINT(1.80822781880873 43.8563897797236)
Gaillac;POINT(1.89480744590422 43.906026078176)
Cordes-Vindrac;POINT(1.90022428706822 44.0671907478347)
Lexos;POINT(1.88487207886048 44.1424230746382)
Laguépie;POINT(1.96881964217313 44.1455881760105)
Najac;POINT(1.97566480463908 44.2196069645761)
Villefranche-de-Rouergue;POINT(2.03662447982791 44.3474612007943)
Gragnague;POINT(1.56784763189773 43.6972315891715)
Aurec;POINT(4.19857292496079 45.3710809691198)
Bas - Monistrol;POINT(4.13949072871602 45.2976200684763)
Retournac;POINT(4.03613057211084 45.2012625488782)
Vorey;POINT(3.91143542750486 45.1829098000614)
Le Puy-en-Velay;POINT(3.89248995816014 45.0427746871488)
Lavoûte-sur-Loire;POINT(3.90541671510042 45.1214461368619)
Saint-Vincent le Château;POINT(3.91863093293165 45.1486828064178)
Chamalières-sur-Loire;POINT(3.99198735904307 45.2056551885586)
Pont de Lignon;POINT(4.13723595735257 45.2598326992338)
Fraisses - Unieux;POINT(4.26058362903219 45.395100989778)
Le Valdahon;POINT(6.34231251928203 47.1498817818635)
Besançon Mouillère;POINT(6.03403766318782 47.2404906965424)
Morre;POINT(6.06733821077476 47.2258818999289)
Saône;POINT(6.10131249482489 47.2097679066322)
Mamirolle;POINT(6.16195775966424 47.2000825115732)
L'Hôpital-du-Grosbois;POINT(6.2130808824906 47.1691042347621)
Étalans;POINT(6.27049221230667 47.155758592234)
Le Valdahon Camp Militaire;POINT(6.31486000419551 47.1510425339578)
Gilley;POINT(6.49256473372477 47.0500601892345)
Avoudrey;POINT(6.43455153266826 47.1297417532961)
St-Rambert-en-Bugey;POINT(5.43823005091261 45.9469750382061)
Santenay les Bains;POINT(4.70196186079292 46.9106374037912)
Cheilly-lès-Maranges;POINT(4.67578495341003 46.8925248396496)
Saint-Léger-sur-Dheune;POINT(4.62864136729288 46.8484853767296)
Chamousset;POINT(6.20616385480192 45.5575966252673)
Aiguebelle;POINT(6.30671228456741 45.5438514453303)
Epierre-St-Léger;POINT(6.29237517263087 45.4570503395073)
Modane;POINT(6.65846560041906 45.193096654665)
Champagne-sur-Seine;POINT(2.79928517299871 48.4067184636106)
Oermingen;POINT(7.13180588999321 49.0003100364757)
Diemeringen;POINT(7.18483344122216 48.9406149901725)
Obermodern;POINT(7.54688145023125 48.8423399557306)
Ingwiller;POINT(7.4766691276147 48.8726421805881)
Wingen-sur-Moder;POINT(7.38186991566837 48.920360358154)
Tieffenbach - Struth;POINT(7.25539610679957 48.9063626298263)
Kalhausen;POINT(7.12519428950117 49.0351693249732)
Krimmeri Meinau;POINT(7.75263158293463 48.5636222701947)
Melun;POINT(2.65477319322229 48.5274105600339)
Bois-le-Roi;POINT(2.69206226067128 48.4754116975776)
Fontainebleau-Avon;POINT(2.72654858443343 48.4162887604522)
Moret-Veneux-les-Sablons;POINT(2.79950076866693 48.3783249343127)
St-Mammès;POINT(2.81592197206292 48.3822747308416)
Darsac;POINT(3.73627293023001 45.142112469346)
Lachaud-Curmilhac;POINT(3.61053573989429 45.1229230045585)
Paulhaguet;POINT(3.5007166963954 45.2099019283513)
Saillans;POINT(5.1966012057565 44.6947087994518)
Ronchamp;POINT(6.62331452334657 47.6991121578244)
Champagney;POINT(6.70131523947753 47.7032655100357)
Bas Évette;POINT(6.80681338645921 47.6809653231793)
Trois Chênes;POINT(6.84627637689607 47.6480841891549)
Conflans - Jarny;POINT(5.86811883018785 49.1664804603679)
Onville;POINT(5.97998603253482 49.0135331642233)
Longwy;POINT(5.76936703099084 49.5132256134664)
Longuyon;POINT(5.60493041820987 49.4442367054038)
Baroncourt;POINT(5.69957691655788 49.2846717482101)
Verdun;POINT(5.37916582097353 49.1654701642959)
Étain;POINT(5.63977606808572 49.2075092450228)
Aillevillers;POINT(6.33550328942745 47.9126187534198)
Saint-Loup-sur-Semouse;POINT(6.30740398733628 47.8809984456064)
Luxeuil-les-Bains;POINT(6.37258574436107 47.8148526570858)
Xertigny;POINT(6.37675392727996 48.0530379550421)
Bains-les-Bains;POINT(6.29531266361035 47.9811894554648)
Le Buet;POINT(6.920800612877 46.0183231285724)
Argentière (Haute-Savoie);POINT(6.92784340470548 45.9821799271146)
La Joux (F);POINT(6.91014659360586 45.9657167148115)
Les Tines;POINT(6.89914223137386 45.9509599705037)
Les Praz-de-Chamonix;POINT(6.88864990885389 45.9397039847021)
Montroc-le-Planet;POINT(6.93423042637646 45.9966662514292)
Saint-Gervais-les-Bains;POINT(6.70055167148592 45.9064161271064)
Les Moussoux;POINT(6.85886177402834 45.916585195973)
Chamonix-Aiguille du Midi;POINT(6.86672203276548 45.9199536407418)
Chedde;POINT(6.72006307945971 45.9262775152685)
Servoz;POINT(6.76382001695526 45.9243029441017)
Vaudagne;POINT(6.77270435511644 45.9087976188465)
Viaduc-Ste-Marie;POINT(6.78507415658049 45.8971017006066)
Les Houches;POINT(6.79758768849002 45.8939319387538)
Taconnaz;POINT(6.82589360309656 45.8992085230792)
Les Bossons;POINT(6.83937731551307 45.90699744554)
Les Pélerins;POINT(6.84740825415422 45.9125915429229)
Bénestroff;POINT(6.75311209876707 48.9067050925841)
Berthelming;POINT(7.00898822433129 48.8097772893854)
Brive-la-Gaillarde;POINT(1.52850142244782 45.1524459949204)
Les Quatre-Routes;POINT(1.64368340819366 44.9976974289083)
Puybrun;POINT(1.78368584524317 44.9220042691929)
Laval-de-Cère;POINT(1.93131497905592 44.9510716232173)
Turenne;POINT(1.60086071859372 45.0377854884058)
Vayrac;POINT(1.70689785474595 44.9501307098888)
Bétaille;POINT(1.73441325190236 44.9424311706748)
Homécourt;POINT(5.99918303015913 49.2183185509811)
Joeuf;POINT(6.01770629132025 49.2250071654198)
Moyeuvre-Grande;POINT(6.0433891252968 49.2467271820845)
Rombas - Clouange;POINT(6.09997400505137 49.255991795105)
Hatrize;POINT(5.90733029234512 49.193797626873)
Gandrange - Amnéville;POINT(6.13578085228136 49.2608814024109)
Valleroy - Moineville;POINT(5.93602248252389 49.2056957260331)
Auboué;POINT(5.9715149194044 49.2161768295928)
Audun-le-Roman;POINT(5.89092705525481 49.3665226155455)
Hayange;POINT(6.0731862432752 49.3306491074808)
Montmédy;POINT(5.37149420844608 49.5230349184811)
Carignan;POINT(5.16826834169143 49.628538179949)
Revin;POINT(4.64286169824247 49.9388010616002)
Deville;POINT(4.70736971880407 49.8791616118411)
Monthermé;POINT(4.7406882326967 49.8656313850136)
Bogny-sur-Meuse;POINT(4.7633976430824 49.858346535542)
Nouzonville;POINT(4.74244893065382 49.8121565928378)
Anchamps;POINT(4.67024234810624 49.9307466108536)
Laifour;POINT(4.69235887040434 49.9112206911789)
Joigny-sur-Meuse;POINT(4.76747599447287 49.8334319277184)
Givet;POINT(4.81783554930762 50.1402892042525)
Fumay;POINT(4.69253853346119 49.986158031418)
Haybes;POINT(4.70491731807808 50.0116981490991)
Vireux-Molhain;POINT(4.72322498357099 50.0830034290825)
Fépin;POINT(4.72652180066416 50.0234848716561)
Aubrives;POINT(4.76085541082799 50.1038771198563)
Seurre;POINT(5.15135306488911 46.9963848066697)
Pagny;POINT(5.20102091695499 47.04632027805)
Saint-Jean-de-Losne;POINT(5.24412208429304 47.0997558929919)
Brazey-en-Plaine;POINT(5.21212409386825 47.1314590859795)
